id,species,BI,primary,secondary,tertiary,quaternary,double bond,cyclo-ring,benzene ring,Temp,CH4,C2H4,C3H6,CO,H2,CO2,Fuel
20,PRF 84,0.49,4.4687,1.7084,0.8229,0.8229,0,0,0,810,0,0,0,1.80E-05,0,0,0.002443826
20,PRF 84,0.49,4.4687,1.7084,0.8229,0.8229,0,0,0,840,0,0,5.46E-06,1.73E-05,0,0,0.002457304
20,PRF 84,0.49,4.4687,1.7084,0.8229,0.8229,0,0,0,870,2.82E-05,3.44E-05,4.12E-05,1.68E-05,0,0,0.00249604
20,PRF 84,0.49,4.4687,1.7084,0.8229,0.8229,0,0,0,900,0.000126062,0.000165872,0.00019161,0.000141176,7.67E-05,0,0.001902519
20,PRF 84,0.49,4.4687,1.7084,0.8229,0.8229,0,0,0,930,0.000414679,0.000460294,0.000469016,0.000894629,0.000199488,1.37E-05,0.001228953
20,PRF 84,0.49,4.4687,1.7084,0.8229,0.8229,0,0,0,960,0.00078789,0.000837652,0.00060486,0.002526598,0.000314578,6.14E-05,0.000592128
20,PRF 84,0.49,4.4687,1.7084,0.8229,0.8229,0,0,0,990,0.001144515,0.001206716,0.000537653,0.004624297,0.000686701,0.000255289,0.000238703
20,PRF 84,0.49,4.4687,1.7084,0.8229,0.8229,0,0,0,1020,0.001459671,0.001488698,0.000380361,0.007177749,0.001047315,0.00056359,7.43E-05
21,PRF 91.5,0.54,4.715,1.38,0.905,0.905,0,0,0,750,0,0,0,1.34E-05,0,5.46E-06,0.002424377
21,PRF 91.5,0.54,4.715,1.38,0.905,0.905,0,0,0,780,0,0,0,1.67E-05,0,5.29E-06,0.002503477
21,PRF 91.5,0.54,4.715,1.38,0.905,0.905,0,0,0,810,0,0,0,1.76E-05,0,8.07E-06,0.002572146
21,PRF 91.5,0.54,4.715,1.38,0.905,0.905,0,0,0,840,0,0,4.93E-06,1.90E-05,0,6.30E-06,0.002407761
21,PRF 91.5,0.54,4.715,1.38,0.905,0.905,0,0,0,870,1.96E-05,1.36E-05,2.83E-05,1.83E-05,0,6.81E-06,0.002441632
21,PRF 91.5,0.54,4.715,1.38,0.905,0.905,0,0,0,900,9.62E-05,7.51E-05,0.000140133,6.66E-05,7.63E-05,1.16E-05,0.001908582
21,PRF 91.5,0.54,4.715,1.38,0.905,0.905,0,0,0,930,0.000331743,0.00021978,0.000383221,0.001006805,0.000221885,3.11E-05,0.001260098
21,PRF 91.5,0.54,4.715,1.38,0.905,0.905,0,0,0,960,0.00067178,0.000551523,0.000511914,0.002659851,0.000656411,0.00010674,0.000607891
21,PRF 91.5,0.54,4.715,1.38,0.905,0.905,0,0,0,990,0.000970349,0.000858386,0.000459007,0.004702583,0.000825136,0.000278617,0.000248154
21,PRF 91.5,0.54,4.715,1.38,0.905,0.905,0,0,0,1020,0.001032551,0.000951689,0.000274546,0.006584448,0.00153933,0.000631617,8.01E-05
0,PRF 64.5,0.37,3.8495,2.534,0.6165,0.6165,0,0,0,750,0,0,0,0,0,0,0.0025
0,PRF 64.5,0.37,3.8495,2.534,0.6165,0.6165,0,0,0,780,0,0,0,3.00E-07,0,0,0.00250739
0,PRF 64.5,0.37,3.8495,2.534,0.6165,0.6165,0,0,0,810,0,0,0,7.81E-07,0,0,0.002391034
0,PRF 64.5,0.37,3.8495,2.534,0.6165,0.6165,0,0,0,840,0,0,0,1.14E-06,0,0,0.002590369
0,PRF 64.5,0.37,3.8495,2.534,0.6165,0.6165,0,0,0,870,0,4.77E-05,3.10E-05,4.38E-06,0,0,0.002225037
0,PRF 64.5,0.37,3.8495,2.534,0.6165,0.6165,0,0,0,900,8.58E-05,0.000228601,0.00014294,8.17E-05,7.07E-05,0,0.001751436
0,PRF 64.5,0.37,3.8495,2.534,0.6165,0.6165,0,0,0,930,0.00027356,0.000628652,0.000358449,0.000603646,0.000223624,3.60E-06,0.001100841
0,PRF 64.5,0.37,3.8495,2.534,0.6165,0.6165,0,0,0,960,0.000528469,0.001015256,0.000444213,0.001866798,0.000451242,4.75E-05,0.000505747
0,PRF 64.5,0.37,3.8495,2.534,0.6165,0.6165,0,0,0,990,0.000795812,0.001341348,0.000391435,0.003701762,0.001010302,0.000199413,0.000169763
0,PRF 64.5,0.37,3.8495,2.534,0.6165,0.6165,0,0,0,1020,0.000714987,0.001072406,0.000186921,0.004945693,0.001273859,0.001375472,4.21E-05
